,Rk,School,Conference,AP Rank,Year,Wins,Loses,Ties,OSRS,DSRS,SRS,Offensive Scoring,Defensive Scoring,Offensive Passing,Offensive Rushing,Defensive Rushing
0,1,Minnesota,Western,,1935,8,0,0,13.75,7.04,20.79,28.25,0.99,,,
1,2,Ohio State,Western,,1935,7,1,0,14.23,6.02,20.25,35.82,2.17,,,
2,3,SMU,SWC,,1935,12,1,0,8.38,10.40,18.78,25.04,-2.04,,,
3,4,Duke,Southern,,1935,8,2,0,9.63,8.02,17.65,26.32,-0.76,,,
4,5,LSU,SEC,,1935,9,2,0,6.99,10.65,17.64,25.19,-4.48,,,
5,6,Auburn,SEC,,1935,8,2,0,8.19,9.34,17.53,24.85,-3.05,,,
6,7,Texas Christian,SWC,,1935,12,1,0,10.81,6.65,17.46,25.05,1.30,,,
7,8,North Carolina,Southern,,1935,8,1,0,11.37,6.08,17.44,34.03,2.78,,,
8,9,Princeton,Ind,,1935,9,0,0,10.10,7.20,17.30,27.08,-0.84,,,
9,10,Stanford,PCC,,1935,8,1,0,5.34,11.65,16.98,19.22,-4.06,,,
10,11,Alabama,SEC,,1935,6,2,1,7.74,8.39,16.14,25.38,-1.71,,,
11,12,Notre Dame,Ind,,1935,7,1,1,8.74,7.32,16.06,21.97,-0.18,,,
12,13,Michigan State,Ind,,1935,6,2,0,9.03,5.64,14.66,26.80,2.71,,,
13,14,Marquette,Ind,,1935,7,1,0,10.85,3.40,14.26,25.76,4.21,,,
14,15,California,PCC,,1935,9,1,0,4.39,9.79,14.18,19.98,-0.89,,,
15,16,UCLA,PCC,,1935,8,2,0,8.69,4.62,13.31,22.32,3.47,,,
16,17,Nebraska,Big 6,,1935,6,2,1,8.40,4.85,13.25,21.42,3.68,,,
17,18,Rice,SWC,,1935,8,3,0,8.51,4.09,12.60,23.59,3.73,,,
18,19,Pitt,Ind,,1935,7,1,2,3.44,8.58,12.03,16.87,-0.35,,,
19,20,Saint Mary's (CA),Ind,,1935,5,2,2,3.82,7.83,11.64,16.95,0.75,,,
20,21,Georgia,SEC,,1935,6,4,0,6.84,4.63,11.47,22.79,1.81,,,
21,22,Washington,PCC,,1935,5,3,0,5.46,5.96,11.42,18.70,1.81,,,
22,23,Vanderbilt,SEC,,1935,7,3,0,6.31,5.06,11.37,21.80,1.41,,,
23,24,Iowa,Western,,1935,4,2,2,4.62,6.72,11.34,19.97,1.53,,,
24,25,Kentucky,SEC,,1935,5,4,0,6.22,4.76,10.98,24.56,1.09,,,
25,26,Temple,Ind,,1935,7,3,0,6.13,4.64,10.78,21.42,2.87,,,
26,27,Army,Ind,,1935,6,2,1,5.75,4.71,10.47,22.98,3.06,,,
27,28,Arizona,BIAA,,1935,7,2,0,6.37,3.27,9.64,23.72,5.72,,,
28,29,Northwestern,Western,,1935,4,3,1,4.38,5.00,9.37,17.38,2.30,,,
29,30,Furman,Ind,,1935,8,1,0,5.78,3.56,9.35,24.78,5.41,,,
30,31,Mississippi State,SEC,,1935,8,3,0,5.33,3.75,9.07,19.65,2.78,,,
31,32,Fordham,Ind,,1935,6,1,2,2.26,6.19,8.46,15.49,2.00,,,
32,33,New York University,Ind,,1935,7,1,0,8.23,0.19,8.42,24.13,9.80,,,
33,34,Villanova,Ind,,1935,7,2,0,7.27,1.04,8.31,20.45,7.26,,,
34,35,Oklahoma,Big 6,,1935,6,3,0,1.66,6.16,7.83,13.76,2.21,,,
35,36,Dartmouth,Ind,,1935,8,2,0,5.29,2.47,7.76,27.88,5.74,,,
36,37,Arkansas,SWC,,1935,5,5,0,5.05,2.48,7.53,20.01,4.95,,,
37,38,Navy,Ind,,1935,5,4,0,5.32,2.03,7.35,19.87,4.76,,,
38,39,Purdue,Western,,1935,4,4,0,1.23,6.11,7.35,14.75,2.53,,,
39,40,Pennsylvania,Ind,,1935,4,4,0,6.29,1.06,7.34,26.41,6.45,,,
40,41,Georgia Tech,SEC,,1935,5,5,0,6.37,0.90,7.27,23.01,5.09,,,
41,42,San Francisco,Ind,,1935,5,3,0,3.37,3.78,7.15,15.37,5.37,,,
42,43,Tulane,SEC,,1935,6,4,0,4.44,2.70,7.14,20.28,5.69,,,
43,44,Ole Miss,SEC,,1935,9,3,0,5.30,1.59,6.88,24.35,6.19,,,
44,45,Santa Clara,Ind,,1935,3,6,0,2.35,4.54,6.88,14.64,2.86,,,
45,46,Yale,Ind,,1935,6,3,0,5.41,1.40,6.81,21.90,5.12,,,
46,47,Oregon,PCC,,1935,6,3,0,0.37,6.12,6.50,12.11,2.57,,,
47,48,Xavier,Ind,,1935,6,3,0,1.12,5.25,6.37,16.79,2.96,,,
48,49,Colgate,Ind,,1935,5,3,0,2.88,3.47,6.35,19.23,4.45,,,
49,50,Baylor,SWC,,1935,8,3,0,-0.38,6.19,5.81,12.32,2.18,,,
50,51,Illinois,Western,,1935,3,5,0,-1.60,7.24,5.64,10.62,-0.72,,,
51,52,Oregon State,PCC,,1935,6,4,1,3.99,1.48,5.47,16.65,7.44,,,
52,53,Washington (MO),MVC,,1935,6,4,0,8.41,-3.05,5.37,21.03,13.08,,,
53,54,Indiana,Western,,1935,4,3,1,-0.71,5.74,5.03,11.70,1.93,,,
54,55,Clemson,Southern,,1935,6,3,0,4.87,0.11,4.98,19.97,8.66,,,
55,56,Detroit Mercy,Ind,,1935,6,3,0,3.24,1.74,4.98,19.59,7.97,,,
56,57,USC,PCC,,1935,5,7,0,4.26,0.53,4.79,17.25,7.15,,,
57,58,Texas,SWC,,1935,4,6,0,7.16,-2.44,4.72,21.22,10.42,,,
58,59,Texas A&M,SWC,,1935,3,7,0,3.31,1.26,4.57,16.88,5.69,,,
59,60,Washington State,PCC,,1935,5,3,1,2.64,1.52,4.16,16.82,7.58,,,
60,61,Centenary (LA),Ind,,1935,6,5,0,1.03,2.88,3.91,13.22,4.56,,,
61,62,Michigan,Western,,1935,4,4,0,1.29,2.03,3.32,15.06,7.67,,,
62,63,Tennessee,SEC,,1935,4,5,0,4.37,-1.11,3.26,17.60,6.55,,,
63,64,Kansas,Big 6,,1935,4,4,1,1.96,1.19,3.15,16.69,9.10,,,
64,65,Utah State,RMC,,1935,5,2,1,2.78,0.17,2.95,17.71,11.64,,,
65,66,Utah,RMC,,1935,4,3,1,4.48,-1.78,2.71,19.76,10.67,,,
66,67,Colorado,RMC,,1935,5,4,0,-0.03,2.18,2.15,14.87,6.98,,,
67,68,Maryland,Southern,,1935,7,2,2,0.21,1.80,2.01,11.99,7.77,,,
68,69,North Carolina State,Southern,,1935,6,4,0,-1.27,3.24,1.97,10.77,5.24,,,
69,70,Loyola Marymount,Ind,,1935,6,5,0,0.27,1.67,1.95,14.47,6.48,,,
70,71,Chicago,Western,,1935,4,4,0,3.62,-1.97,1.65,15.92,9.87,,,
71,72,Duquesne,Ind,,1935,6,3,0,-0.54,2.10,1.56,11.28,6.31,,,
72,73,Missouri,Big 6,,1935,3,3,3,-1.03,2.55,1.52,12.38,6.32,,,
73,74,New Mexico State,BIAA,,1935,7,1,2,0.51,1.00,1.51,16.02,7.31,,,
74,75,Kansas State,Big 6,,1935,2,4,3,-4.31,5.51,1.20,8.20,2.56,,,
75,76,George Washington,Ind,,1935,6,3,0,0.54,0.23,0.76,15.00,10.23,,,
76,77,Syracuse,Ind,,1935,6,1,1,-0.89,0.94,0.04,11.11,8.82,,,
77,78,Iowa State,Big 6,,1935,2,4,3,-0.48,0.07,-0.41,10.64,8.51,,,
78,79,Penn State,Ind,,1935,4,4,0,-1.17,0.47,-0.70,9.29,7.45,,,
79,80,Drake,MVC,,1935,4,4,2,0.77,-1.79,-1.03,12.66,18.70,,,
80,81,Harvard,Ind,,1935,3,5,0,-1.99,0.93,-1.06,12.91,6.83,,,
81,82,Florida,SEC,,1935,3,7,0,0.64,-1.86,-1.22,14.44,9.30,,,
82,83,Carnegie Mellon,Ind,,1935,2,5,1,-5.34,4.01,-1.33,6.28,4.22,,,
83,84,Davidson,Ind,,1935,4,3,2,-2.50,1.02,-1.48,9.03,7.02,,,
84,85,Virginia Tech,Southern,,1935,4,3,2,-4.22,2.37,-1.85,7.02,6.73,,,
85,86,West Virginia,Ind,,1935,3,4,2,-0.01,-1.88,-1.89,14.57,10.69,,,
86,87,Gonzaga,Ind,,1935,5,4,1,-0.07,-1.87,-1.94,12.07,11.56,,,
87,88,Texas Tech,BIAA,,1935,5,3,2,-3.65,1.55,-2.10,6.40,5.86,,,
88,89,Saint Louis,Ind,,1935,5,6,0,-0.61,-1.59,-2.20,13.64,9.47,,,
89,90,Tulsa,MVC,,1935,3,6,1,-3.91,1.50,-2.41,8.00,6.86,,,
90,91,Bucknell,Ind,,1935,6,3,0,-5.81,3.27,-2.55,3.25,8.29,,,
91,92,Wake Forest,Ind,,1935,2,7,0,-2.99,0.12,-2.87,8.93,6.04,,,
92,93,New Mexico,BIAA,,1935,6,4,0,-0.26,-2.90,-3.16,13.66,13.25,,,
93,94,Idaho,PCC,,1935,2,7,0,-4.37,0.96,-3.41,7.43,7.18,,,
94,95,Denver,RMC,,1935,6,3,0,-0.27,-3.21,-3.48,9.86,12.67,,,
95,96,Montana,PCC,,1935,1,5,2,-2.77,-0.95,-3.72,10.23,11.25,,,
96,97,Citadel,Ind,,1935,4,3,1,-3.21,-1.04,-4.25,7.51,10.60,,,
97,98,Georgetown,Ind,,1935,4,4,0,-5.75,1.19,-4.56,3.79,6.73,,,
98,99,Columbia,Ind,,1935,4,4,1,-3.08,-1.60,-4.67,8.34,9.86,,,
99,100,Washington & Lee,Southern,,1935,3,4,1,-4.92,-0.19,-5.11,6.69,8.61,,,
100,101,Wisconsin,Western,,1935,1,7,0,-1.14,-4.38,-5.52,11.91,14.33,,,
101,102,Virginia Military Institute,Southern,,1935,2,7,1,-4.21,-1.94,-6.15,8.12,15.63,,,
102,103,William & Mary,Ind,,1935,3,4,3,-5.20,-1.02,-6.22,7.78,10.70,,,
103,104,Colorado State,RMC,,1935,3,4,1,-5.13,-1.11,-6.25,4.56,10.08,,,
104,105,South Carolina,Southern,,1935,3,7,0,-2.90,-3.59,-6.49,10.45,16.57,,,
105,106,Loyola (LA),Ind,,1935,2,6,1,-4.62,-2.61,-7.23,7.53,10.28,,,
106,107,Mercer,Ind,,1935,4,5,0,-4.85,-2.39,-7.24,6.43,11.82,,,
107,108,Creighton,MVC,,1935,3,5,1,-6.16,-1.20,-7.36,4.54,10.47,,,
108,109,Wyoming,RMC,,1935,4,4,0,-6.36,-1.00,-7.36,4.81,10.74,,,
109,110,Virginia,Southern,,1935,1,5,4,-6.96,-0.72,-7.69,4.68,12.62,,,
110,111,Richmond,Ind,,1935,3,3,3,-6.72,-1.56,-8.29,2.76,10.95,,,
111,112,Northern Arizona,BIAA,,1935,3,3,3,-8.20,-1.01,-9.21,6.40,9.92,,,
112,113,Centre,Ind,,1935,1,7,1,-3.43,-6.30,-9.73,8.77,14.61,,,
113,114,Washburn,MVC,,1935,4,6,0,-4.53,-5.25,-9.78,5.01,14.26,,,
114,115,Brigham Young,RMC,,1935,4,4,0,-4.77,-5.30,-10.07,7.18,16.01,,,
115,116,Arizona State,BIAA,,1935,2,5,1,-8.57,-1.88,-10.45,3.53,8.93,,,
116,117,Colorado College,RMC,,1935,4,3,1,-7.26,-3.46,-10.72,2.35,13.62,,,
117,118,Oklahoma State,MVC,,1935,3,7,0,-4.96,-6.04,-10.99,6.46,15.77,,,
118,119,Presbyterian,Ind,,1935,2,7,0,-6.06,-5.56,-11.62,5.72,14.04,,,
119,120,Grinnell,MVC,,1935,3,5,1,-4.95,-7.62,-12.57,3.55,18.89,,,
120,121,Cornell,Ind,,1935,0,6,1,-2.58,-11.15,-13.73,9.56,23.45,,,
121,122,Northern Colorado,RMC,,1935,4,3,0,-8.75,-5.06,-13.81,1.40,14.89,,,
122,123,Sewanee,SEC,,1935,2,7,0,-8.52,-6.54,-15.06,3.96,19.70,,,
123,124,Montana State,RMC,,1935,2,6,1,-10.29,-5.92,-16.21,0.08,17.67,,,
124,125,Brown,Ind,,1935,1,8,0,-9.58,-8.48,-18.06,2.25,19.40,,,
125,126,Western State,RMC,,1935,1,6,0,-7.93,-12.74,-20.67,2.48,22.59,,,
126,127,Colorado Mines,RMC,,1935,1,6,0,-10.44,-10.61,-21.05,1.51,32.18,,,
127,128,UTEP,BIAA,,1935,1,8,0,-12.26,-9.81,-22.07,-3.09,22.37,,,
128,1,Minnesota,Western,1,1936,7,1,0,12.65,11.96,24.61,32.29,-4.30,,,
129,2,Pitt,Ind,3,1936,8,1,1,12.26,10.84,23.10,30.72,-3.40,,,
130,3,LSU,SEC,2,1936,9,1,1,10.85,9.02,19.87,33.13,-1.44,,,
131,4,Nebraska,Big 6,9,1936,7,2,0,10.68,9.14,19.82,26.54,-1.41,,,
132,5,Duke,Southern,11,1936,9,1,0,8.82,9.90,18.72,24.94,-2.50,,,
133,6,Ohio State,Western,,1936,5,3,0,5.82,10.64,16.47,26.92,-4.34,,,
134,7,Alabama,SEC,4,1936,8,0,1,7.73,8.70,16.43,22.86,-1.31,,,
135,8,Washington,PCC,5,1936,7,2,1,6.70,9.50,16.19,21.56,-1.25,,,
136,9,Notre Dame,Ind,8,1936,6,2,1,7.67,8.43,16.10,22.45,-2.21,,,
137,10,Santa Clara,Ind,6,1936,8,1,0,6.02,8.53,14.55,18.40,-0.05,,,
138,11,Texas Christian,SWC,16,1936,9,2,2,5.03,8.70,13.73,18.35,-0.49,,,
139,12,Northwestern,Western,7,1936,7,1,0,8.90,4.68,13.58,22.98,2.49,,,
140,13,Marquette,Ind,20,1936,7,2,0,6.86,6.65,13.50,20.70,2.41,,,
141,14,USC,PCC,,1936,4,2,3,6.79,6.46,13.26,21.36,2.52,,,
142,15,Arkansas,SWC,18,1936,7,3,0,8.51,4.47,12.98,24.41,2.35,,,
143,16,Pennsylvania,Ind,10,1936,7,1,0,6.00,6.90,12.90,23.77,0.78,,,
144,17,Yale,Ind,12,1936,7,1,0,7.12,5.76,12.88,19.65,-0.44,,,
145,18,Duquesne,Ind,14,1936,8,2,0,3.70,9.16,12.85,16.43,-1.93,,,
146,19,Dartmouth,Ind,13,1936,7,1,1,6.54,6.22,12.76,27.91,0.98,,,
147,20,Tennessee,SEC,17,1936,6,2,2,4.51,8.02,12.53,19.24,-0.69,,,
148,21,Fordham,Ind,15,1936,5,1,2,3.01,8.81,11.82,18.11,-2.43,,,
149,22,Auburn,SEC,,1936,7,2,2,3.27,8.42,11.69,19.17,-0.67,,,
150,23,Mississippi State,SEC,,1936,7,3,1,4.92,6.67,11.59,22.65,1.19,,,
151,24,Army,Ind,,1936,6,3,0,7.65,3.61,11.25,26.66,3.83,,,
152,25,North Carolina,Southern,,1936,8,2,0,8.53,2.37,10.90,22.88,6.29,,,
153,26,Purdue,Western,,1936,5,2,1,8.36,2.34,10.70,24.01,6.66,,,
154,27,Princeton,Ind,,1936,4,2,2,7.69,2.83,10.52,21.40,2.47,,,
155,28,Utah State,RMC,,1936,7,0,1,0.55,9.75,10.30,11.07,1.34,,,
156,29,Navy,Ind,18,1936,6,3,0,3.81,5.83,9.64,17.31,1.26,,,
157,30,Georgia Tech,SEC,,1936,5,5,1,7.97,1.43,9.39,27.02,5.21,,,
158,31,Texas A&M,SWC,,1936,8,3,1,3.47,5.74,9.21,16.33,2.83,,,
159,32,Tulane,SEC,,1936,6,3,1,6.36,2.77,9.14,19.79,5.28,,,
160,33,Michigan State,Ind,,1936,6,1,2,3.18,5.92,9.11,17.67,2.67,,,
161,34,Indiana,Western,,1936,5,2,1,4.82,4.00,8.81,18.85,2.66,,,
162,35,Washington State,PCC,,1936,6,3,1,4.16,4.31,8.47,15.55,6.75,,,
163,36,George Washington,Ind,,1936,7,1,1,2.84,5.54,8.38,18.11,3.32,,,
164,37,California,PCC,,1936,6,5,0,2.52,5.80,8.32,16.31,2.11,,,
165,38,Utah,RMC,,1936,6,3,0,5.41,2.72,8.13,17.72,7.84,,,
166,39,Detroit Mercy,Ind,,1936,7,3,0,5.41,2.65,8.06,19.74,6.31,,,
167,40,Saint Mary's (CA),Ind,,1936,6,3,1,4.43,3.15,7.58,18.01,6.33,,,
168,41,UCLA,PCC,,1936,6,3,1,4.36,3.11,7.47,16.91,6.10,,,
169,42,Villanova,Ind,,1936,7,2,1,1.39,5.70,7.09,13.29,2.97,,,
170,43,Tulsa,MVC,,1936,5,2,2,2.71,4.18,6.89,17.85,4.34,,,
171,44,Georgia,SEC,,1936,5,4,1,4.74,2.04,6.78,19.02,8.94,,,
172,45,Colgate,Ind,,1936,6,3,0,3.89,2.82,6.71,21.93,5.17,,,
173,46,Colorado,RMC,,1936,4,3,0,4.57,2.13,6.70,16.67,6.88,,,
174,47,New York University,Ind,,1936,5,3,1,4.43,1.89,6.32,20.41,9.18,,,
175,48,Kentucky,SEC,,1936,6,4,0,2.39,3.90,6.29,18.78,5.14,,,
176,49,Davidson,Southern,,1936,5,4,0,5.79,0.37,6.16,18.71,7.85,,,
177,50,Arizona,BIAA,,1936,5,2,3,2.02,3.97,6.00,17.76,5.95,,,
178,51,Columbia,Ind,,1936,5,3,0,3.52,2.47,5.99,20.02,3.70,,,
179,52,Rice,SWC,,1936,5,7,0,2.16,3.83,5.99,15.99,2.85,,,
180,53,Georgetown,Ind,,1936,6,2,1,1.23,4.63,5.86,16.31,4.86,,,
181,54,Kansas State,Big 6,,1936,4,3,2,2.90,2.86,5.76,17.44,7.29,,,
182,55,Ole Miss,SEC,,1936,5,5,2,1.60,4.12,5.72,16.54,3.88,,,
183,56,Iowa,Western,,1936,3,4,1,1.44,4.24,5.68,14.46,7.26,,,
184,57,Denver,RMC,,1936,7,1,1,4.68,0.91,5.59,15.11,9.38,,,
185,58,SMU,SWC,,1936,5,4,1,-0.21,5.66,5.45,16.68,2.51,,,
186,59,Missouri,Big 6,,1936,6,2,1,1.83,3.39,5.22,13.71,5.31,,,
187,60,Manhattan,Ind,,1936,6,4,0,4.27,0.87,5.14,16.22,7.75,,,
188,61,Holy Cross,Ind,,1936,7,2,1,0.29,4.60,4.89,14.30,2.48,,,
189,62,Oklahoma,Big 6,,1936,3,3,3,-0.21,4.92,4.71,12.51,3.59,,,
190,63,Stanford,PCC,,1936,2,5,2,2.91,1.77,4.68,16.13,6.22,,,
191,64,Texas,SWC,,1936,2,6,1,3.26,1.40,4.66,17.38,4.93,,,
192,65,Carnegie Mellon,Ind,,1936,2,6,0,1.12,3.51,4.62,15.02,2.96,,,
193,66,Harvard,Ind,,1936,3,4,1,4.97,-0.55,4.42,24.46,8.34,,,
194,67,Baylor,SWC,,1936,6,3,1,2.05,2.30,4.35,15.66,6.37,,,
195,68,Temple,Ind,,1936,6,3,2,-0.29,4.21,3.91,12.71,4.76,,,
196,69,Oregon State,PCC,,1936,4,6,0,4.48,-0.79,3.70,16.92,10.15,,,
197,70,Clemson,Southern,,1936,5,5,0,1.02,2.45,3.47,13.34,5.72,,,
198,71,Wake Forest,Southern,,1936,5,4,0,0.73,2.23,2.96,13.92,6.27,,,
199,72,Montana,PCC,,1936,6,3,0,1.34,0.96,2.29,13.55,10.62,,,
200,73,Illinois,Western,,1936,4,3,1,-1.02,3.23,2.21,10.52,4.12,,,
201,74,Furman,Southern,,1936,7,2,0,1.55,0.54,2.09,13.49,9.27,,,
202,75,Vanderbilt,SEC,,1936,3,5,1,-0.96,2.16,1.20,13.75,4.46,,,
203,76,Centenary (LA),Ind,,1936,6,4,2,-1.07,2.05,0.99,10.35,6.88,,,
204,77,Penn State,Ind,,1936,3,5,0,0.58,-0.33,0.25,15.92,7.04,,,
205,78,Loyola Marymount,Ind,,1936,6,3,0,1.20,-0.96,0.24,10.42,10.51,,,
206,79,Miami (FL),Ind,,1936,6,2,2,-2.62,2.76,0.15,9.48,6.12,,,
207,80,Michigan,Western,,1936,1,7,0,-0.08,0.17,0.08,14.83,5.55,,,
208,81,Cornell,Ind,,1936,3,5,0,2.76,-2.82,-0.06,23.59,9.97,,,
209,82,Drake,MVC,,1936,6,4,0,4.95,-5.37,-0.41,20.30,15.38,,,
210,83,Gonzaga,Ind,,1936,5,3,0,-0.80,0.29,-0.51,9.46,9.85,,,
211,84,Iowa State,Big 6,,1936,3,3,2,-1.31,0.78,-0.54,11.94,11.12,,,
212,85,Wisconsin,Western,,1936,2,6,0,3.00,-3.80,-0.80,15.04,10.84,,,
213,86,West Virginia,Ind,,1936,6,4,0,0.54,-1.98,-1.43,11.08,11.69,,,
214,87,Maryland,Southern,,1936,6,5,0,-3.15,1.34,-1.81,8.09,7.30,,,
215,88,Oregon,PCC,,1936,2,6,1,-4.87,3.03,-1.83,7.63,6.48,,,
216,89,North Carolina State,Southern,,1936,3,7,0,-4.07,2.15,-1.92,7.82,6.23,,,
217,90,Florida,SEC,,1936,4,6,0,-0.38,-1.78,-2.16,11.12,9.20,,,
218,91,Washington (MO),MVC,,1936,3,7,0,0.26,-2.49,-2.22,14.56,11.45,,,
219,92,Brigham Young,RMC,,1936,4,5,0,1.60,-3.87,-2.27,13.63,15.42,,,
220,93,Creighton,MVC,,1936,4,4,0,-1.89,-0.55,-2.44,9.26,9.36,,,
221,94,San Francisco,Ind,,1936,4,4,2,-1.22,-1.22,-2.44,8.93,11.29,,,
222,95,Bucknell,Ind,,1936,4,4,1,-3.59,1.05,-2.53,7.74,7.93,,,
223,96,Colorado State,RMC,,1936,4,4,1,-3.02,0.30,-2.72,7.69,10.43,,,
224,97,Saint Louis,Ind,,1936,5,4,1,0.62,-3.60,-2.98,11.29,13.48,,,
225,98,Texas Tech,BIAA,,1936,5,4,1,-2.64,-0.36,-3.00,7.93,10.04,,,
226,99,South Carolina,Southern,,1936,5,7,0,-3.26,-1.28,-4.54,9.89,11.02,,,
227,100,Virginia Military Institute,Southern,,1936,6,4,0,-1.03,-4.01,-5.04,10.71,16.50,,,
228,101,Colorado College,RMC,,1936,3,4,1,-8.80,3.15,-5.65,2.23,7.31,,,
229,102,Idaho,PCC,,1936,3,7,0,-2.37,-3.49,-5.86,7.69,12.73,,,
230,103,New Mexico State,BIAA,,1936,6,4,1,-0.57,-5.52,-6.09,16.78,15.80,,,
231,104,Citadel,Southern,,1936,4,6,0,-3.82,-2.43,-6.25,10.01,12.31,,,
232,105,Washington & Lee,Southern,,1936,4,5,0,-1.20,-5.27,-6.47,11.16,18.48,,,
233,106,Chicago,Western,,1936,2,5,1,-2.29,-4.19,-6.48,11.33,16.67,,,
234,107,Northern Colorado,RMC,,1936,5,4,0,-3.26,-4.09,-7.35,5.86,15.77,,,
235,108,Mercer,Ind,,1936,3,6,1,-5.95,-1.57,-7.53,5.49,11.22,,,
236,109,Kansas,Big 6,,1936,1,6,1,-3.42,-4.56,-7.98,8.97,15.42,,,
237,110,Loyola (LA),Ind,,1936,4,6,0,-4.66,-3.35,-8.01,6.96,16.00,,,
238,111,Wyoming,RMC,,1936,2,5,1,-3.01,-5.33,-8.34,8.37,20.61,,,
239,112,Montana State,RMC,,1936,3,5,0,-3.29,-6.51,-9.80,5.75,17.59,,,
240,113,Virginia Tech,Southern,,1936,5,5,0,-6.75,-3.29,-10.04,3.59,13.87,,,
241,114,Brown,Ind,,1936,3,7,0,-3.61,-6.81,-10.42,8.50,18.71,,,
242,115,Syracuse,Ind,,1936,1,7,0,-6.92,-4.14,-11.06,7.03,10.51,,,
243,116,UTEP,BIAA,,1936,5,3,1,-7.09,-4.15,-11.24,2.13,14.36,,,
244,117,Presbyterian,Ind,,1936,3,6,0,-5.93,-5.44,-11.36,6.31,18.26,,,
245,118,Erskine,Ind,,1936,4,5,0,-7.23,-4.44,-11.67,2.49,15.45,,,
246,119,Richmond,Southern,,1936,4,4,2,-10.11,-2.80,-12.90,-0.96,12.98,,,
247,120,Arizona State,BIAA,,1936,4,5,0,-6.48,-6.52,-13.00,3.33,16.54,,,
248,121,Colorado Mines,RMC,,1936,2,6,0,-4.38,-9.09,-13.47,7.62,21.52,,,
249,122,New Mexico,BIAA,,1936,2,7,0,-7.34,-6.23,-13.57,2.76,14.15,,,
250,123,Oklahoma State,MVC,,1936,1,9,0,-6.20,-7.91,-14.11,5.89,19.25,,,
251,124,Western State,RMC,,1936,1,6,0,-8.39,-5.90,-14.29,2.02,16.20,,,
252,125,Washburn,MVC,,1936,2,6,1,-8.05,-6.89,-14.94,2.45,19.13,,,
253,126,Sewanee,SEC,,1936,0,6,1,-8.40,-6.63,-15.04,4.35,28.69,,,
254,127,William & Mary,Southern,,1936,1,8,0,-11.16,-5.78,-16.94,0.04,15.97,,,
255,128,Northern Arizona,BIAA,,1936,3,4,1,-9.75,-7.25,-17.00,0.76,19.77,,,
256,129,Grinnell,MVC,,1936,2,7,0,-9.63,-8.73,-18.36,-0.88,18.28,,,
257,130,Wofford,Ind,,1936,1,7,1,-8.94,-12.11,-21.04,2.63,25.76,,,
258,131,Virginia,Ind,,1936,2,7,0,,,,7.22,24.28,,,
259,1,Pitt,Ind,1,1937,9,0,1,10.22,9.83,20.05,26.12,-3.00,,,
260,2,Dartmouth,Ind,7,1937,7,0,2,10.97,7.94,18.91,27.82,-0.03,,,
261,3,California,PCC,2,1937,10,0,1,10.02,8.00,18.02,22.02,-0.21,,,
262,4,Yale,Ind,12,1937,6,1,1,7.73,10.08,17.82,20.36,-3.18,,,
263,5,Alabama,SEC,4,1937,9,1,0,7.39,9.88,17.28,26.86,-3.78,,,
264,6,LSU,SEC,8,1937,9,2,0,8.05,8.66,16.70,26.52,-2.09,,,
265,7,Fordham,Ind,3,1937,7,0,1,6.93,9.71,16.63,26.37,-2.48,,,
266,8,Tennessee,SEC,,1937,6,3,1,8.33,8.02,16.35,24.27,-2.29,,,
267,9,Villanova,Ind,6,1937,8,0,1,7.75,8.34,16.08,22.07,0.11,,,
268,10,Auburn,SEC,,1937,6,2,3,5.53,10.49,16.02,19.01,-5.18,,,
269,11,Duke,Southern,20,1937,7,2,1,8.57,7.07,15.64,27.69,-0.04,,,
270,12,Arkansas,SWC,14,1937,6,2,2,11.14,4.42,15.56,24.45,2.66,,,
271,13,North Carolina,Southern,19,1937,7,1,1,7.01,7.42,14.43,22.39,-1.81,,,
272,14,Cornell,Ind,,1937,5,2,1,9.15,4.56,13.71,23.52,2.98,,,
273,15,Army,Ind,,1937,7,2,0,9.29,4.37,13.66,24.75,2.53,,,
274,16,Ohio State,Western,13,1937,6,2,0,6.13,7.40,13.53,21.17,0.19,,,
275,17,Rice,SWC,18,1937,6,3,2,6.11,7.25,13.36,19.24,-1.23,,,
276,18,Harvard,Ind,,1937,5,2,1,6.50,6.77,13.27,23.58,-0.11,,,
277,19,Santa Clara,Ind,9,1937,9,0,0,5.65,7.05,12.70,18.34,1.74,,,
278,20,Baylor,SWC,,1937,7,3,0,7.50,5.11,12.61,21.61,2.39,,,
279,21,Notre Dame,Ind,9,1937,6,2,1,3.57,8.78,12.35,15.43,-3.50,,,
280,22,Georgia Tech,SEC,,1937,6,3,1,5.93,6.40,12.34,23.53,-1.12,,,
281,23,Texas A&M,SWC,,1937,5,2,2,5.32,6.73,12.06,20.68,1.33,,,
282,24,Minnesota,Western,5,1937,6,2,0,9.18,2.67,11.84,27.67,4.72,,,
283,25,Vanderbilt,SEC,,1937,7,2,0,4.25,7.39,11.64,17.33,-2.54,,,
284,26,Tulsa,MVC,,1937,6,2,2,8.47,2.84,11.31,22.63,5.33,,,
285,27,Texas Christian,SWC,16,1937,4,4,2,3.11,7.94,11.05,15.80,-2.70,,,
286,28,Washington,PCC,,1937,7,2,2,4.76,5.31,10.07,18.33,3.02,,,
287,29,Tulane,SEC,,1937,5,4,1,4.24,5.13,9.37,22.76,-0.69,,,
288,30,Detroit Mercy,Ind,,1937,7,3,0,4.47,4.36,8.83,23.03,4.48,,,
